,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
1046,CHEMBL372835,COc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,inactive,260.271,0.9991999999999999,0.0,5.0,4.602058254153509
1047,CHEMBL381883,COc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,inactive,246.244,0.9748999999999999,1.0,5.0,4.602058254153509
1050,CHEMBL206300,COc1ccc2c(c1)C=C(c1cccnc1)C2,active,223.27499999999998,3.1869000000000014,0.0,2.0,5.244117525192906
1055,CHEMBL53068,C1=C(Cn2ccnc2)c2cccnc2CC1,active,211.26799999999997,2.3079,0.0,3.0,5.8238797889439144
1056,CHEMBL65590,Oc1cccc2c1CCC1C(c3ccncc3)C21,active,237.30200000000005,3.2306000000000017,1.0,2.0,5.301021309861201
1057,CHEMBL24593,c1ccc2c(c1)CC(Cc1ccncc1)C2,active,209.292,3.0391000000000012,0.0,1.0,5.619770663061963
1058,CHEMBL225447,c1ccc2c(c1)-c1ccccc1C2n1ccnc1,active,232.286,3.5012000000000025,0.0,2.0,5.552826458417537
1059,CHEMBL195571,Oc1ccc2cc(-c3cccnc3)ccc2c1,active,221.25900000000001,3.607400000000002,1.0,2.0,5.568620151158064
1060,CHEMBL298720,c1cc2ccc(Cn3ccnc3)cc2cn1,active,209.252,2.4796000000000005,0.0,3.0,5.267598197761092
1061,CHEMBL157925,O=c1ccoc2cc(Cn3cnnc3)ccc12,active,227.223,1.4327999999999999,0.0,5.0,5.431786538402919
1062,CHEMBL195996,c1ccc2cc(-n3ccnc3)ccc2c1,active,194.237,3.025500000000001,0.0,2.0,5.552826458417537
1063,CHEMBL438549,COc1ccc2c(c1)CCC1C(c3cnc[nH]3)C21,active,240.306,2.861700000000001,1.0,2.0,5.795852874787152
1091,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,active,232.28299999999996,1.3532,2.0,3.0,5.193813240217847
1092,CHEMBL454705,CC1=C[C@@H]2c3c(O)cc(-c4cc5ccc(O)cc5o4)cc3O[C@]3(c4ccc(O)cc4O)Oc4cc(O)ccc4[C@@H](C1)C23,active,562.5740000000002,7.099200000000009,5.0,8.0,5.1249329460538116
1093,CHEMBL465881,CC(C)=CCc1cc2cc(-c3cc(O)cc(O)c3)oc2cc1O,inactive,310.34900000000005,4.725300000000005,3.0,4.0,4.507238214530128
1094,CHEMBL465880,CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2O)c1O,active,340.37500000000006,3.9138000000000033,4.0,5.0,5.337232727236657
1095,CHEMBL465879,COc1ccc(CCCc2ccc(O)cc2)c(O)c1,inactive,258.317,3.2817000000000016,2.0,3.0,4.522877297634477
1096,CHEMBL9352,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,inactive,272.25600000000003,2.5099000000000014,3.0,5.0,4.769548523955817
1097,CHEMBL464007,CC(C)=CCc1cc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)ccc1O,active,422.47700000000015,5.2998000000000065,4.0,6.0,5.013223788494134
1098,CHEMBL457686,CC(C)=CCc1c(O)ccc2c1O[C@H](c1ccc(O)cc1O)CC2=O,active,340.3750000000001,4.018600000000002,3.0,5.0,5.46850830977847
1099,CHEMBL458395,O=C1C[C@@H](c2ccc(O)cc2O)Oc2cc(O)cc(O)c21,active,288.25500000000005,2.215500000000001,4.0,6.0,5.657557578968163
1103,CHEMBL458188,CC(C)=CCc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1,inactive,310.34900000000005,4.725300000000005,3.0,4.0,4.507238214530128
1105,CHEMBL463638,COc1cc(/C=C/C(=O)OC/C(C)=C/Cc2c(O)ccc(C(=O)/C=C/c3ccc(O)cc3O)c2O)ccc1O,active,532.5450000000002,4.864700000000007,5.0,9.0,5.148735534500312
1106,CHEMBL458187,CC(C)=CCC/C(C)=C/Cc1c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c2c1=O,inactive,422.47700000000015,5.517600000000007,4.0,6.0,4.619786948731822
1108,CHEMBL169,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,inactive,456.7110000000003,7.089500000000009,2.0,2.0,4.4948486645119585
1109,CHEMBL487887,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,inactive,454.69500000000033,7.297700000000009,1.0,2.0,3.3010299088050936
1111,CHEMBL264924,C[C@H]1[C@H](C)CC[C@]2(C(=O)NCCCN3CCN(CCCN)CC3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,inactive,639.0260000000002,6.477600000000008,3.0,5.0,3.3010299088050936
1112,CHEMBL270215,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)NCCCN5CCN(CCCN)CC5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,inactive,681.063,7.048400000000007,2.0,6.0,3.3010299088050936
1113,CHEMBL454421,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)NC(C)(C)[C@@H]5CC[C@]43C)[C@H]12,inactive,469.7100000000003,6.597200000000007,2.0,2.0,3.3010299088050936
1114,CHEMBL486853,C=C(C)[C@@H]1CC[C@]2(C)[C@H](CC=C3[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C(=O)O)CC[C@]32C)[C@@]1(C)CCC#N,inactive,451.6950000000004,7.788480000000009,1.0,2.0,3.3010299088050936
1115,CHEMBL487888,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC/C(=N\O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,inactive,469.7100000000003,7.558800000000009,2.0,3.0,3.3010299088050936
1116,CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,inactive,270.24,2.576800000000001,3.0,5.0,4.999995657076895
1124,CHEMBL495563,COc1ccc(-c2cnnn2Cc2ccco2)cc1,active,255.277,2.5950000000000006,0.0,5.0,5.508624296892266
1125,CHEMBL495566,c1ccc(-c2cc(-c3cccnc3)nc(-c3cccnc3)c2)cc1,inactive,309.372,4.872600000000004,0.0,3.0,4.330682189468113
1127,CHEMBL523231,COc1ccc2c(Cc3ccc(O)cc3)cncc2c1O,inactive,281.31100000000004,3.2454000000000014,2.0,4.0,4.525782278562157
1128,CHEMBL495777,COc1ccc2c(Cc3cccc([N+](=O)[O-])c3)cncc2c1O,active,310.3090000000001,3.4480000000000017,1.0,5.0,5.8538409443951815
1129,CHEMBL523232,O=[N+]([O-])c1ccc2c(c1)nc(-c1ccccn1)n2CCc1ccncc1,active,345.3620000000001,3.6442000000000014,0.0,6.0,5.6777600250688485
1131,CHEMBL497614,COc1ccc(/C(=N/Nc2cnnc(Cl)c2Cl)c2ccccc2)cc1,active,373.2430000000001,4.656500000000003,1.0,5.0,5.251804217804437
1132,CHEMBL495574,O=[N+]([O-])c1cccc(Cc2nncc3ccccc23)c1,inactive,265.272,3.128800000000002,0.0,4.0,4.424811000035359
1176,CHEMBL351167,O=c1ccoc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,active,271.2320000000001,1.9459999999999997,0.0,6.0,5.958567835319735
1177,CHEMBL224228,O=c1ccc2cc(Cn3ccnc3)ccc2o1,active,226.23500000000004,2.0378,0.0,4.0,5.94688312507707
1178,CHEMBL298720,c1cc2ccc(Cn3ccnc3)cc2cn1,active,209.252,2.4796000000000005,0.0,3.0,5.860089444124317
1179,CHEMBL185809,COc1ccc2c(=O)c(-c3ccccc3)c(SCc3ccncc3)oc2c1,active,375.4490000000001,5.1559000000000035,0.0,5.0,5.795852874787152
1180,CHEMBL377626,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(C#N)cc3)oc2c1,active,357.3690000000001,3.5850800000000023,0.0,6.0,5.74470336809566
1181,CHEMBL189472,COc1ccc(-c2c(-n3ccnc3)oc3cc(OC)ccc3c2=O)cc1,active,348.35800000000006,3.6629000000000023,0.0,6.0,5.698948290154774
1182,CHEMBL427247,O=c1cc(Cn2ccnc2)c2ccccc2o1,active,226.235,2.0378,0.0,4.0,5.6777600250688485
1183,CHEMBL161530,O=c1ccoc2c(Cn3ccnc3)ccc(Br)c12,active,305.13100000000003,2.800300000000001,0.0,4.0,5.6777600250688485
1184,CHEMBL442373,N#Cc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,active,301.30500000000006,3.062680000000001,0.0,5.0,5.638253282024103
1185,CHEMBL56059,C(\Cn1ccnc1)=C1/CCCc2occc21,active,214.26799999999997,2.8960000000000017,0.0,3.0,5.619770663061963
1186,CHEMBL387892,COc1ccc2cc(Cn3ccnc3)c(=O)oc2c1,active,256.26099999999997,2.0463999999999998,0.0,5.0,5.549735491440148
1187,CHEMBL225447,c1ccc2c(c1)-c1ccccc1C2n1ccnc1,active,232.286,3.5012000000000025,0.0,2.0,5.54513990185595
1188,CHEMBL184051,COc1ccc2c(=O)c(-c3ccc(C)cc3)c(SCc3ccncc3)oc2c1,active,389.4760000000001,5.464320000000004,0.0,5.0,5.522864269038877
1189,CHEMBL299066,c1cc2cc(-n3ccnc3)ccc2cn1,active,195.22500000000002,2.4205000000000005,0.0,3.0,5.514264381120193
1190,CHEMBL361653,COc1ccc(-c2c(SCc3ccncc3)oc3cc(OC)ccc3c2=O)cc1,active,405.4750000000002,5.164500000000004,0.0,6.0,5.508624296892266
1191,CHEMBL460382,c1cc(CCn2ccnc2)c2ccsc2c1,active,228.32000000000002,3.3405000000000022,0.0,3.0,5.4485378029152605
1192,CHEMBL364326,O=c1c(-c2ccccc2)c(SCc2cccnc2)oc2cc(O)ccc12,active,361.4220000000001,4.8529000000000035,1.0,5.0,5.443685435664653
1193,CHEMBL388604,COc1ccc2c(Cn3cncn3)cc(=O)oc2c1,active,257.249,1.4413999999999998,0.0,6.0,5.443685435664653
1194,CHEMBL157925,O=c1ccoc2cc(Cn3cnnc3)ccc12,active,227.223,1.4327999999999999,0.0,5.0,5.431786538402919
1195,CHEMBL55558,C(\Cn1ccnc1)=C1/CCCc2sccc21,active,230.33599999999998,3.3645000000000023,0.0,3.0,5.408924257360318
1196,CHEMBL376371,c1ccc(C2(n3cncn3)c3ccccc3-c3ccccc32)cc1,active,309.372,4.098700000000003,0.0,3.0,5.397929151445704
1197,CHEMBL209047,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(Br)cc3)oc2c1,active,411.25500000000005,4.475900000000003,0.0,5.0,5.3872055508611005
1198,CHEMBL189274,COc1ccc(-c2c(-n3ccnc3)oc3cc(OCc4ccccc4)ccc3c2=O)cc1,active,424.45600000000013,5.233300000000004,0.0,6.0,5.327892901854456
1199,CHEMBL224786,O=c1oc2ccccc2c(Cn2ccnc2)c1-c1ccccc1,active,302.33299999999997,3.7048000000000023,0.0,4.0,5.289874169191321
1200,CHEMBL185819,COc1ccc2c(=O)c(-c3ccccc3)c(SCc3cccnc3)oc2c1,active,375.4490000000001,5.1559000000000035,0.0,5.0,5.036207452087905
1201,CHEMBL448463,COc1ccc2c(c1)CCC(CC1C=NC=N1)=C2C,inactive,254.33299999999997,3.2863000000000016,0.0,3.0,4.769548523955817
1202,CHEMBL190099,COc1ccc2c(=O)c(-c3ccccc3)c(-n3cncn3)oc2c1,inactive,319.32000000000005,3.0493000000000006,0.0,6.0,4.7447250821562745
1203,CHEMBL387518,O=C1c2ccccc2-c2nnc(Cn3ccnc3)cc21,inactive,262.272,1.9327999999999999,0.0,5.0,4.57511673068598
1204,CHEMBL190208,COc1ccc2c(=O)c(-c3ccccc3)c(Sc3nnc[nH]3)oc2c1,inactive,351.38700000000006,3.7379000000000016,1.0,6.0,4.301029127075886
1205,CHEMBL191488,COc1ccc2c(=O)c(-c3ccccc3)c(Sc3ncc[nH]3)oc2c1,inactive,350.39900000000006,4.342900000000002,1.0,5.0,4.301029127075886
1206,CHEMBL362906,COc1ccc2c(=O)c(-c3ccccc3)c(SCc3ccccn3)oc2c1,inactive,375.4490000000001,5.1559000000000035,0.0,5.0,3.9999995657057354
1208,CHEMBL482693,Cc1cc(=O)[nH]c2c3c(ccc12)OCO3,inactive,203.19699999999997,1.5652199999999996,1.0,3.0,4.006607421598351
1209,CHEMBL450666,Cc1cc(=O)n(C)c2c1C(=O)C=CC2=O,inactive,203.197,0.62892,0.0,4.0,4.007004460212702
1210,CHEMBL476126,COc1cc(OC)c2[nH]c(=O)cc(C)c2c1,inactive,219.23999999999998,1.8537199999999998,1.0,3.0,4.039576317191813
1211,CHEMBL424414,Cc1cc(=O)[nH]c2ccccc12,inactive,159.188,1.83652,1.0,1.0,3.9006643768133986
1212,CHEMBL60376,Cc1cc(=O)n(C)c2ccccc12,inactive,173.215,1.84692,0.0,2.0,3.9370417902283843
1213,CHEMBL453417,COc1cccc2c(C)cc(=O)[nH]c12,inactive,189.214,1.8451199999999996,1.0,2.0,3.9755139218147493
1214,CHEMBL503538,COc1ccc2c(C)cc(=O)[nH]c2c1OC,inactive,219.23999999999998,1.8537199999999998,1.0,3.0,4.501688067499947
1215,CHEMBL493174,COc1ccc(OC)c2c(C)cc(=O)[nH]c12,inactive,219.23999999999998,1.8537199999999998,1.0,3.0,4.571863585472436
1216,CHEMBL454226,COc1cc2c(C)cc(=O)[nH]c2c(OC)c1OC,inactive,249.26599999999996,1.86232,1.0,4.0,4.7335307532153825
1217,CHEMBL493181,COc1cc(OC)c2[nH]c(=O)cc(C)c2c1OC,inactive,249.26599999999996,1.8623199999999998,1.0,4.0,4.829735350192781
1218,CHEMBL453233,COc1ccc2c(C)cc(=O)n(C)c2c1OC,active,233.26699999999997,1.86412,0.0,4.0,5.2395699768074815
1219,CHEMBL493182,COc1c(OC)c(OC)c2c(C)cc(=O)[nH]c2c1OC,active,279.292,1.8709199999999997,1.0,5.0,5.245644018326676
1220,CHEMBL492762,COc1cc(=O)n(C)c2c3c(ccc12)OCO3,active,233.22299999999998,1.2757999999999998,0.0,5.0,5.406702854179988
1221,CHEMBL492382,COc1cc2c(C)cc(=O)n(C)c2c(OC)c1OC,active,263.29299999999995,1.87272,0.0,5.0,5.565415129550407
1222,CHEMBL506858,COc1cccc2c(C)cc(=O)n(C)c12,active,203.24099999999999,1.8555199999999998,0.0,3.0,5.694627131358703
1223,CHEMBL492763,Cc1cc(=O)n(C)c2c3c(ccc12)OCO3,active,217.224,1.57562,0.0,4.0,5.90305524482306
1231,CHEMBL462879,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CCC(C)(C)O,active,428.4810000000003,4.283800000000004,4.0,7.0,5.283988304628546
1232,CHEMBL260553,CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,active,396.4390000000002,4.786000000000005,4.0,6.0,5.161144615185427
1233,CHEMBL323197,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,inactive,410.46600000000024,5.089000000000003,3.0,6.0,4.684027556507175
1234,CHEMBL454580,CC(C)=CCc1c(O)cc2oc3c(CC=C(C)C)c(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,inactive,464.5580000000003,6.294700000000007,4.0,6.0,4.600324548265508
1235,CHEMBL260553,CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,active,396.4390000000002,4.786000000000005,4.0,6.0,5.303634873035022
1237,CHEMBL389924,CC(C)=CCc1cc(C2CC(=O)c3ccc(O)cc3O2)ccc1O,inactive,324.37600000000003,4.313000000000004,2.0,4.0,4.20760761002734
1238,CHEMBL389924,CC(C)=CCc1cc(C2CC(=O)c3ccc(O)cc3O2)ccc1O,inactive,324.37600000000003,4.313000000000004,2.0,4.0,4.387745033356672
1239,CHEMBL451532,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,active,580.5390000000003,-1.1652000000000007,8.0,14.0,5.301021309861201
1240,CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,active,531.4399999999999,4.205800000000003,0.0,7.0,5.522864269038877
1242,CHEMBL253570,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,inactive,318.237,1.6936000000000002,6.0,8.0,4.958603366728068
1243,CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,inactive,318.237,1.6935999999999998,6.0,8.0,4.999995657076895
1244,CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,active,270.24,2.576800000000001,3.0,5.0,5.999956572723137
1245,CHEMBL478647,CC(C)(C)c1ccc(CN(Cc2cccc3ccccc23)n2ccnc2)cc1,active,369.51200000000006,5.672200000000006,0.0,3.0,5.338177852812388
1247,CHEMBL475944,Clc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)s1,active,378.92800000000005,6.2915000000000045,0.0,3.0,5.970575635941984
1248,CHEMBL514514,Clc1ccc(CN(Cc2cccc3ccsc23)n2ccnc2)c(Cl)c1,active,388.3230000000001,5.743000000000003,0.0,4.0,5.603783211709028
1249,CHEMBL475943,c1ccc(CN(Cc2cccc3ccsc23)n2ccnc2)cc1,active,319.43300000000005,4.436200000000004,0.0,4.0,5.001736301211826
1251,CHEMBL476143,Clc1ccc(CN(Cc2ccccc2)n2ccnc2)s1,active,303.81800000000004,3.9364000000000017,0.0,4.0,5.974653165490173
1252,CHEMBL476979,Clc1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)s1,active,379.91600000000005,5.603400000000004,0.0,4.0,5.982924903623941
1254,CHEMBL517816,CC(C)(C)c1ccc(CN(Cc2cccs2)n2cncn2)cc1,active,326.469,3.975500000000003,0.0,5.0,5.034793593750585
1255,CHEMBL478024,CC(C)(C)c1ccc(CN(CC/C=C/c2ccccc2)n2cncn2)cc1,active,360.505,4.817300000000004,0.0,4.0,5.295840900350112
1256,CHEMBL478023,Clc1ccc(CN(CC/C=C/c2ccccc2)n2cncn2)c(Cl)c1,inactive,373.28700000000003,4.8266000000000036,0.0,4.0,4.761951386505732
1257,CHEMBL491010,C(=C/c1ccccc1)\CCN(Cc1cccc2ccccc12)n1cncn1,inactive,354.457,4.6730000000000045,0.0,4.0,4.884719078137713
1259,CHEMBL489359,Clc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)c(Cl)c1,active,407.34400000000005,6.883400000000005,0.0,2.0,5.9065432925013965
1260,CHEMBL490584,COc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,active,368.4800000000001,5.585200000000006,0.0,3.0,5.77466486818146
1263,CHEMBL522089,Cc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,active,352.48100000000005,5.885020000000006,0.0,2.0,5.879393168943227
1264,CHEMBL489189,Fc1ccccc1CC(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,active,356.444,5.715700000000005,0.0,2.0,5.863247733673337
1265,CHEMBL489188,Clc1ccccc1CC(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,active,372.899,6.230000000000006,0.0,2.0,5.9625336603565
1266,CHEMBL489187,Cc1ccccc1CC(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,active,352.48100000000005,5.885020000000006,0.0,2.0,5.982924903623941
1268,CHEMBL491023,CC(C)(C)c1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,active,394.562,6.874100000000007,0.0,2.0,5.999956572723137
1270,CHEMBL491825,CC(C)(C)c1ccc(CN(Cc2ccc(Cl)cc2Cl)n2ccnc2)cc1,active,388.342,5.825800000000005,0.0,3.0,5.818127840989667
1272,CHEMBL490194,Clc1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)c(Cl)c1,active,408.3320000000001,6.195300000000005,0.0,3.0,5.437695237227559
1273,CHEMBL491215,COc1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,active,369.4680000000001,4.897100000000004,0.0,4.0,5.815280184849729
1274,CHEMBL491214,COc1ccccc1CN(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,active,369.468,4.8971000000000044,0.0,4.0,5.82099429243518
1276,CHEMBL491013,Clc1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,active,373.88700000000006,5.5419000000000045,0.0,3.0,5.928081189636194
1277,CHEMBL490187,Cc1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,active,353.4690000000001,5.196920000000005,0.0,3.0,5.657557578968163
1280,CHEMBL490795,Cc1ccccc1CN(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,active,353.46900000000005,5.196920000000005,0.0,3.0,5.52869361707802
1281,CHEMBL490794,c1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,active,339.44200000000006,4.888500000000003,0.0,3.0,5.920782564253433
1282,CHEMBL516275,CC(C)(C)c1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,active,395.55,6.186000000000007,0.0,3.0,5.665526143088463
1283,CHEMBL478648,Clc1ccc(CN(Cc2cccc3ccccc23)n2ccnc2)c(Cl)c1,active,382.2940000000001,5.681500000000004,0.0,3.0,5.397929151445704
1284,CHEMBL8659,CCCCCCCC/C=C\CCCCCCCC(=O)O,inactive,282.4679999999999,6.1085000000000065,1.0,1.0,4.485450919224063
1285,CHEMBL367149,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,inactive,328.4960000000001,6.548900000000006,1.0,1.0,4.478860608182025
1286,CHEMBL496634,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O,inactive,330.5120000000001,6.772900000000006,1.0,1.0,4.774688133195629
1287,CHEMBL460026,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,inactive,302.458,5.9927000000000055,1.0,1.0,4.274087551362708
1288,CHEMBL15594,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,inactive,304.47400000000005,6.216700000000006,1.0,1.0,4.549749351632015
1289,CHEMBL8739,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,inactive,278.4359999999999,5.660500000000005,1.0,1.0,4.354576748085319
1290,CHEMBL267476,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,inactive,280.4519999999999,5.884500000000005,1.0,1.0,4.318757857845185
1294,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,inactive,232.28299999999996,1.3532,2.0,3.0,4.526511570124501
1296,CHEMBL513168,N#Cc1ccc(C(c2cccc3[nH]ccc23)n2cncn2)cc1,active,299.337,3.2687800000000005,1.0,4.0,5.7904581779834
1301,CHEMBL479942,NS(=O)(=O)Oc1ccc(C(c2ccc(OS(N)(=O)=O)cc2)n2cncn2)cc1,active,425.4480000000001,0.08040000000000025,2.0,9.0,5.5165410849057865
1319,CHEMBL455832,Oc1cccc(C(c2cccc(O)c2)n2cncn2)c1,active,267.288,2.327,2.0,5.0,5.609577168076523
1325,CHEMBL365735,c1cncc(-c2ccc3ccccc3c2)c1,active,205.26,3.9018000000000024,0.0,1.0,5.244117525192906
1327,CHEMBL196796,N#Cc1ccc2cc(-c3cccnc3)ccc2c1,inactive,230.27,3.773480000000002,0.0,2.0,4.443696292860827
1332,CHEMBL349822,N#Cc1ccc(Cn2ccnc2)cc1,active,183.21400000000003,1.80308,0.0,3.0,5.920782564253433
1333,CHEMBL212741,Cc1ccc(Cn2ccnc2)cc1,inactive,172.23100000000002,2.23982,0.0,2.0,4.610832143008547
1334,CHEMBL76904,N#CC(C#N)=Cc1ccc(O)c(O)c1,inactive,186.17,1.52836,2.0,4.0,4.15119468380064
1336,CHEMBL586557,Cc1cc(O)c2c(c1-c1ccc3c(c1O)C(=O)C[C@](C)([C@@H]1OC(=O)C[C@@H]1C)O3)O[C@](C)([C@@H]1OC(=O)C[C@H]1O)CC2=O,inactive,566.5590000000003,3.149020000000001,3.0,11.0,4.6126083937695
1337,CHEMBL576579,Cc1cc2c(c(O)c1-c1ccc3c(c1O)C(=O)C[C@](C)([C@@H]1OC(=O)C[C@@H]1C)O3)C(=O)C[C@@](C)([C@@H]1OC(=O)C[C@H]1O)O2,inactive,566.5590000000004,3.1490200000000015,3.0,11.0,4.782513423706301
1339,CHEMBL574960,C[C@H]1C2=CC(=O)CCC(C)(O2)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,active,302.41400000000004,3.669800000000003,0.0,3.0,5.008769492753769
1341,CHEMBL583989,CC/C(=C1\C=CC(=O)S1)C(CC)c1ccc(OC(C)=O)cc1,inactive,316.422,4.599200000000004,0.0,4.0,4.8096654999388635
1342,CHEMBL582837,CC1C(O)CC23COC(=O)C2=CCCC3C1(C)CCC1=CC(=O)OC1,inactive,346.4230000000001,2.5364000000000004,1.0,5.0,3.8996291102044136
1343,CHEMBL583310,CCCC(=O)Oc1cc(OC(=O)CCC)c2c(C)cc(=O)oc2c1,inactive,332.35200000000003,3.5124200000000023,0.0,6.0,3.7544870854276917
1344,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,inactive,232.28299999999996,1.3532,2.0,3.0,4.999995657076895
1387,CHEMBL1088570,O=C(OC[C@@H](O)[C@@H](O)COC(=O)/C(Cc1ccc(O)cc1)=N\O)/C(Cc1ccc(O)cc1)=N\O,inactive,476.4380000000001,0.35159999999999875,6.0,12.0,3.9999995657057354
1453,CHEMBL1083664,O=c1c2ccccc2oc2c(Cn3ccnc3)c([N+](=O)[O-])ccc12,active,321.29200000000003,3.0992000000000015,0.0,6.0,5.721223542044355
1454,CHEMBL1083354,O=c1c2ccccc2oc2ccc(Cn3ccnc3)cc12,active,276.295,3.1910000000000016,0.0,4.0,5.102367411345846
1457,CHEMBL1173641,COc1ccc(/C=C/c2cccc(N)c2)c(OC)c1,inactive,255.31699999999998,3.4564000000000012,1.0,3.0,4.953110910665587
1458,CHEMBL1173699,COc1ccc(OC)c(/C=C/c2ccc(N)cc2)c1,active,255.317,3.4564000000000012,1.0,3.0,5.739904750336289
1460,CHEMBL1172937,COc1ccc(/C=C/c2ccc(N)cc2)cc1OC,inactive,255.31699999999998,3.4564000000000012,1.0,3.0,4.838329594502406
1461,CHEMBL1173065,COc1cc(/C=C/c2cccc(N)c2)cc(OC)c1OC,inactive,285.343,3.4650000000000016,1.0,4.0,4.784624202313049
1463,CHEMBL1173067,COc1ccc(/C=C/c2ccc(N)cc2)c(OC)c1OC,active,285.343,3.4650000000000016,1.0,4.0,5.447319618946645
1464,CHEMBL1170663,COc1cc(/C=C/c2ccc(N)cc2)c(OC)c(OC)c1,active,285.343,3.4650000000000016,1.0,4.0,5.6420461054136615
1465,CHEMBL1173129,Nc1cccc(/C=C/c2ccc3c(c2)OCO3)c1,inactive,239.27399999999997,3.167900000000002,1.0,3.0,4.6603478556823426
